,job_titles,companies,company_ratings,locations,post_dates,Salary,Excel,Python,R,Java,Scala,C/C++,MATLAB,SAS,SQL/databases,Oracle,SPSS,Machine Learning,Data Mining/Analytics,Visualisation,Big Data,AWS Cloud,Jason,xml,Azure,Google Cloud,IBM,Operations research,DevOps,Git,presentation,management,agile,SDLC,decision making,problem solving,project_management,leadership,consulting
32,Jr Data Scientist Assistant - PAID STUDENT INTERNSHIP,Qode Social Media Marketing,,"Downsview, ON, M6A 3A1, Canada",Feb 23,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,Environmental Scientist/Project Assistant (Entry Level),ERM,,"Smithers, BC, V0J 2N5, Canada",Mar 03,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
34,Lead Data Scientist,Peak Power,,"Chinatown, ON, M5S 0A2, Canada",Mar 06,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
35,Data Scientist,Cardinal Path,,"Toronto, ON, Canada",Mar 05,,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
36,Principal/Lead Data Scientist (Retail/CPG),antuit.ai,,"Toronto, ON, Canada",Mar 08,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,Data Scientist,Loblaw,,"Brampton, ON, L6Y 5S5, Canada",Feb 25,,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
38,Data Scientist,Bank of Montreal,,"Old Toronto, ON, M5X 1A3, Canada",Mar 03,,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1
39,Data Scientist,Validere,,"Toronto, ON, Canada",Mar 03,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,Data Scientist,Sampler,,"Toronto, ON, Canada",Mar 04,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Data Scientist,Bell,,"Toronto, ON, Canada",Mar 04,,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,Machine Learning Scientist,Chisel AI,,"Toronto, ON, Canada",Feb 11,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
43,"Staff Environmental Scientist, Mine Closure Planning (Entry Level)",ERM,,"Toronto, ON, Canada",Mar 03,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
44,Data Scientist,FGF BRANDS,,"Toronto, ON, Canada",Feb 09,,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
45,Materials Scientist/Engineer,Keystone Technical Resources,,"Burnaby, BC, V3J 1L6, Canada",Feb 10,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
46,Data Scientist,bce.ca,,"The Donway, ON, M3B 2W3, Canada",Mar 04,,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,Data Engineer,Compass Digital Labs,,"Hurontario, ON, L4Z 2H7, Canada",Feb 23,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
48,Data Scientist II,Grasshopper Solar Corporation,,"Toronto, ON, Canada",Mar 03,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
49,"Senior Data Scientist, Customer Data",Rogers Communications,,"Toronto, ON, Canada",Feb 23,,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,Sr. Data Scientist,TalentSphere Staffing Solutions,,"Vancouver, BC, Canada",Mar 06,,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
51,"Data Scientist, Team Lead",Top Hat,,"Toronto, ON, Canada",Feb 12,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
52,"Associate Scientist, Product Development - Foodservice",Kraft Heinz,,"Mount Royal, QC, Canada",Mar 05,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
53,Principle Data Scientist,Metrica Recruitment,,"Surrey, BC, Canada",Feb 17,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Senior Data Scientist - Private Wealth,Bank of Montreal,,"Old Toronto, ON, M5X 1A3, Canada",Mar 02,,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0
55,Machine Learning Engineer - Applied Research Scientist,Reflection X,,"Overbrook, ON, K1G 3H5, Canada",Mar 04,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
56,"Senior Environmental Scientist, Terrestrial Ecology (Mid-Senior Level)",ERM,,"Vancouver, BC, Canada",Feb 19,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
57,Genomics Data Science Lead,DNAstack,,"Entertainment District, ON, M5J 2H5, Canada",Feb 23,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
58,Geospatial Scientist,Grasshopper Solar Corporation,,"Montreal, QC, Canada",Mar 03,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59,Water Quality Engineer or Scientist,Teck Resources,,"Sparwood, BC, Canada",Feb 19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
60,Fermentation Scientist,Hyasynth Bio,,"Montreal, QC, Canada",Feb 28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Project Scientist,WSP,,"Calgary, AB, Canada",Feb 22,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
62,Applied Scientist,Amazon Dev Centre Canada ULC,,"Vancouver, BC, Canada",Feb 24,,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,Behavioural Scientist,Cognizant,,"Toronto, ON, Canada",Feb 10,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
64,Data Scientist,Ontario Medical Association,,"Toronto, ON, M5S 3C1, Canada",Mar 01,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
65,Senior Data Scientist,Scotiabank,,"Toronto, ON, Canada",Feb 18,,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
66,Data Scientist - Tangerine,Scotiabank,,"Etobicoke, ON, M2H 0A1, Canada",Feb 18,,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
67,Research Scientist - Biologist,Canadian Nuclear Laboratories,,"Chalk River, ON, Canada",Feb 25,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
68,Sr. Data Scientist,TalentSphere Staffing Solutions,,"Vancouver, BC, V6E 4M3, Canada",Mar 05,,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
69,Scientist 1 Immunology,Charles River Laboratories,,"Laval, QC, H7V 4B3, Canada",Feb 17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
70,"Scientist 1, Immunology (immunogenicity)",Charles River Laboratories,,"Senneville, QC, H9X, Canada",Feb 26,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
71,Scientist 1- Immunochemistry,Charles River Laboratories,,"Senneville, QC, H9X, Canada",Feb 22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"Associate Scientist, Cell Sciences",Amgen,,"Burnaby, BC, Canada",Feb 19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,Social Scientist / Socio-economic Specialist,Aecom,,"London, ON, Canada",Feb 26,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
74,"Data Scientist, Supply Chain/Customer Profitability",Staples,,"Richmond Hill, ON, Canada",Mar 04,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Senior Environmental Engineer / Scientist,Wood plc,,"Brunskill, SK, S7H 5R3, Canada",Feb 24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
76,Business Analyst/Data Analyst - Data Catalog & Data Governance,Cognizant,,"Mississauga, ON, Canada",Feb 24,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
77,Senior Environmental Engineer / Scientist,Wood plc,,"Regina, SK, Canada",Feb 24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
78,"Scientist II, Research & Development",Thermo Fisher Scientific,,"Mississauga, ON, Canada",Mar 03,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
79,"Data Architect, Technology Solutions",MNP,,"Toronto, ON, Canada",Mar 01,,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1
80,Data Solution Architect,Onix,,"Toronto, ON, Canada",Feb 18,,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
81,Aquatic Informatics - Senior Data/Applied Scientist,Hach,,"Central Vancouver, BC, V6E 4M3, Canada",Feb 23,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
82,Senior Data Scientist,Boeing,,"Gastown, BC, V6C 3R9, Canada",Mar 05,,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0
83,Product Development Scientist,NPAworldwide Recruitment Network,,"Wynford Drive, ON, M3C, Canada",Mar 05,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
84,Data Science Analyst,Loblaw,,"Brampton, ON, L6Y 5S5, Canada",Feb 24,,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,Junior/Intermediate Environmental Professional (Engineer or Scientist),Wood plc,,"Brunskill, SK, S7H 5R3, Canada",Feb 22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
86,Junior/Intermediate Environmental Professional (Engineer or Scientist),Wood plc,,"Regina, SK, Canada",Feb 22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
87,"Scientist, Senior (R&D), Abbott Point of Care (Ottawa)",Abbott,,"Nepean, ON, K2H 8V4, Canada",Mar 01,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
88,Data Engineer (Remote),"Sky Systems, Inc. (SkySys)",,"Montreal, QC, H1C 0B8, Canada",Feb 12,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
89,Senior Data Scientist,Hopper,,Canada,Feb 19,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Environmental Scientist,Golder Associates,,"Vancouver, BC, Canada",Feb 24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
91,Terrain Scientist,Golder Associates,,"Edmonton, AB, Canada",Feb 24,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
92,Environmental Scientist/Field Technician,Parsons Corporation,,"Winnipeg, MB, Canada",Feb 14,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,Soil Scientist,Golder Associates,,"Edmonton, AB, Canada",Feb 23,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
94,Data Scientist,BMO Financial Group,,"Toronto, ON, Canada",Mar 02,,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1
95,Data Analytical Specialist/Scientist,Maarut,,"Toronto, ON, Canada",Mar 05,,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1
96,Senior Applied Data Scientist,Best Buy Canada,,"Cameron, BC, V3J 0A7, Canada",Mar 04,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0
97,Senior Data Scientist,The Boeing Company,,"Vancouver, BC, Canada",Mar 08,,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0
98,"Software Engineer, Computational Scientist",Aurora,,"Sud-Ouest, QC, H4E 4H2, Canada",Feb 19,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99,Data Scientist,Jagger,,"Toronto, ON, Canada",Feb 09,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,Data Scientist,Manifest Climate,,"Toronto, ON, Canada",Feb 11,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
101,"Scientist, Senior (R&D), Abbott Point of Care (Ottawa)",Abbott,,"Ottawa, ON, Canada",Mar 03,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
102,Environmental Engineer/Scientist,Golder Associates,,"Ottawa, ON, Canada",Feb 12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
103,Data Scientist,Phreesia,,"Sud-Ouest, QC, H4E 4H2, Canada",Feb 08,,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
104,Soil Scientist,Golder,,"Calgary Trail North, AB, T6H 5R7, Canada",Feb 26,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
105,Senior Environmental Engineer / Scientist,Amec Foster Wheeler,,"Saskatoon, SK, Canada",Feb 26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
106,Senior Environmental Engineer / Scientist,Amec Foster Wheeler,,"Regina, SK, Canada",Feb 25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
107,Junior Data Scientist,Vessi,,"Vancouver, BC, Canada",Feb 27,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
108,Senior Data Scientist - Private Wealth,BMO Financial Group,,"Toronto, ON, Canada",Mar 02,,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0
109,Environmental Scientist,Golder,,"Gastown, BC, V6B 1E4, Canada",Feb 26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
110,Senior Data Scientist,Axiom Zen,,"Vancouver, BC, Canada",Feb 26,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0
111,Data Scientist (Senior Economist),Farm Credit Canada,,"Regina, SK, Canada",Feb 18,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112,Terrain Scientist,Golder,,"Calgary Trail North, AB, T6H 5R7, Canada",Feb 26,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
113,Customer Facing Data Scientist,DataRobot,,"Montreal, QC, Canada",Feb 12,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
114,"Scientist, Quantum Engineering Solutions Intern",Keysight Technologies,,"Saint-Laurent, QC, H4T 1C8, Canada",Mar 04,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,Senior Mobile Developer - iOS (Swift),BrainFinance,,"Montreal, QC, Canada",Mar 05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116,Junior/Intermediate Environmental Professional (Engineer or Scientist),Amec Foster Wheeler,,"Saskatoon, SK, Canada",Feb 24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
117,Senior Mobile Developer - Android (Kotlin),BrainFinance,,"Montreal, QC, Canada",Mar 05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
118,Junior/Intermediate Environmental Professional (Engineer or Scientist),Amec Foster Wheeler,,"Regina, SK, Canada",Feb 24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
119,PD Scientist,KNG Technical Inc.,,"Toronto, ON, Canada",Mar 05,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
